,medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount
100,0778FF54211E1DC38256E88A13C3664E,C81E4905F7D13F99DFC8E44E76F8AFEE,VTS,1,,2013-01-13 15:33:00,2013-01-13 15:36:00,1,180,0.49,-73.95444499999999,40.764133,-73.959846,40.761978000000006,CSH,4.0,0.0,0.5,0.0,0.0,4.5
101,CAAAEB4D25A77FE96A5A5BF1A427B3EC,EE0E8C6B8A47FFF3FEE536D74684ADCF,VTS,1,,2013-01-13 15:54:00,2013-01-13 16:07:00,1,780,2.41,-73.998787,40.723068,-73.976364,40.746635,CSH,11.0,0.0,0.5,0.0,0.0,11.5
102,E0AAE75CBEB8E249E401863BFF0D42EB,32B43F47931BB36D5808126EC1CDB4DF,VTS,1,,2013-01-13 18:26:00,2013-01-13 18:34:00,1,480,1.72,-73.950874,40.779171000000005,-73.965675,40.758774,CRD,8.0,0.0,0.5,1.0,0.0,9.5
103,0C699F53672C5CB1E0FABDF47A30D992,236CC50952E1D8BC72B4F7AAE922F195,VTS,1,,2013-01-13 15:25:00,2013-01-13 15:30:00,1,300,1.07,-73.983261,40.749676,-73.975601,40.759586,CRD,5.5,0.0,0.5,1.1,0.0,7.1
104,58D6C020275352AAB23FE13BCAB2D674,CD3FE59BA9A9E602936B81B4527CADD9,VTS,1,,2013-01-13 18:26:00,2013-01-13 18:35:00,1,540,1.82,-73.968315,40.768028,-73.970428,40.78371,CRD,9.0,0.0,0.5,1.0,0.0,10.5
105,3E4FD506B489912AC969037C66D9AA9E,77F43F95EE03DF429483726AF62497E9,VTS,1,,2013-01-13 18:01:00,2013-01-13 18:07:00,1,360,1.16,-73.980812,40.741943,-73.989838,40.735451,CRD,6.5,0.0,0.5,1.0,0.0,8.0
106,21A7261D9F52200BF05AF887128344B9,7849C13259BA5FD1EDC0B6FC79AFA218,VTS,1,,2013-01-13 17:27:00,2013-01-13 17:47:00,1,1200,10.61,-73.965111,40.75499,-73.864731,40.770233000000005,CSH,29.5,0.0,0.5,0.0,4.8,34.8
107,664562F3779D4ECF656E0F41B2433034,D0F63D616E21F7AB2CE4B2E689430CF6,VTS,1,,2013-01-13 16:09:00,2013-01-13 16:15:00,1,360,0.63,-73.997597,40.720966,-74.001862,40.723125,CRD,6.0,0.0,0.5,1.2,0.0,7.7
108,C7EE7AD13BEC9F1B532D54E3D9DFE753,A1177E698AC20815E7BA8990DE970048,VTS,1,,2013-01-13 14:50:00,2013-01-13 15:01:00,5,660,1.81,-73.951065,40.770641,-73.969971,40.762787,CRD,9.5,0.0,0.5,1.9,0.0,11.9
109,F7955CEEFAD8ED0E9886B6965041FC58,F513CF6267CB4F7F8DE1F93D549DAC3A,VTS,1,,2013-01-13 17:33:00,2013-01-13 17:38:00,1,300,1.07,-73.98491700000001,40.745228000000004,-73.986115,40.755565999999995,CRD,6.0,0.0,0.5,1.8,0.0,8.3
110,2740B1C8FE06B433B802A4E676593995,E4C51D00442458D6FFE1E957019D6BC9,VTS,1,,2013-01-13 18:31:00,2013-01-13 18:38:00,1,420,0.89,-73.985451,40.757408,-73.996239,40.753529,CSH,6.5,0.0,0.5,0.0,0.0,7.0
111,ADDB6F51BFFAFA8603840526A7923A51,93052C01A5C67ACDDB265D7038CB3B44,VTS,1,,2013-01-13 16:06:00,2013-01-13 16:10:00,1,240,0.89,-74.00316600000001,40.744171,-73.991913,40.743938,CRD,5.0,0.0,0.5,1.0,0.0,6.5
